episode_timestep,episode_reward,episode_length,loss_timestep,actor_loss,critic_loss
1345,0.0,20.0,169,-5.356810569763184,0.40794306993484497
1365,0.0,20.0,170,-5.326792240142822,0.3922617435455322
1384,0.0,19.0,171,-5.390024185180664,0.46260887384414673
1404,0.0,20.0,172,-5.315526962280273,0.33653029799461365
1424,0.0,20.0,173,-5.350126266479492,0.33414989709854126
1444,0.0,20.0,174,-5.322932720184326,0.3124578297138214
1464,0.0,20.0,175,-5.361142635345459,0.24932172894477844
1484,0.0,20.0,176,-5.37377405166626,0.38755112886428833
1504,0.0,20.0,177,-5.398853302001953,0.28529757261276245
1524,0.0,20.0,178,-5.434739112854004,0.35283318161964417
1544,0.0,20.0,179,-5.442421913146973,0.3460516929626465
1564,0.0,20.0,180,-5.451264381408691,0.47491633892059326
1584,0.0,20.0,181,-5.455434799194336,0.3456733226776123
1604,0.0,20.0,182,-5.499738693237305,0.45024341344833374
1624,0.0,20.0,183,-5.515539169311523,0.428813099861145
1644,0.0,20.0,184,-5.5549845695495605,0.4822245240211487
1664,0.0,20.0,185,-5.553160667419434,0.5552297830581665
1684,0.0,20.0,186,-5.562553405761719,0.41840487718582153
1704,0.0,20.0,187,-5.580842971801758,0.3833370804786682
1724,0.0,20.0,188,-5.593360424041748,0.5326336622238159
1744,0.0,20.0,189,-5.6025896072387695,0.43725550174713135
1764,0.0,20.0,190,-5.57958984375,0.6061534285545349
1784,0.0,20.0,191,-5.6063971519470215,0.5060803294181824
1804,0.0,20.0,192,-5.592744827270508,0.5600126385688782
1839,91.0,35.0,193,-5.609916687011719,0.4191027879714966
1858,0.0,19.0,194,-5.634449005126953,0.42454975843429565
1878,0.0,20.0,195,-5.59658670425415,0.49735820293426514
1898,0.0,20.0,196,-5.641066551208496,0.44756007194519043
1918,0.0,20.0,197,-5.616305351257324,0.2072245180606842
1938,0.0,20.0,198,-5.64536714553833,0.37869971990585327
1958,0.0,20.0,199,-5.657368183135986,0.4288105368614197
1978,0.0,20.0,200,-5.625848770141602,0.3495400547981262
1998,0.0,20.0,201,-5.653803825378418,0.42126914858818054
2018,0.0,20.0,202,-5.650888442993164,0.5703835487365723
2038,0.0,20.0,203,-5.645138263702393,0.2668892741203308
2058,0.0,20.0,204,-5.693734645843506,0.33982378244400024
2078,0.0,20.0,205,-5.676751136779785,0.5308842658996582
2098,0.0,20.0,206,-5.716821670532227,0.5127780437469482
2118,0.0,20.0,207,-5.6959357261657715,0.45416972041130066
2138,0.0,20.0,208,-5.731076240539551,0.6403219699859619
2159,0.0,21.0,209,-5.722356796264648,0.5973105430603027
2179,0.0,20.0,210,-5.701702117919922,0.5146008133888245
2204,6.0,25.0,211,-5.709592819213867,0.5004053115844727
2224,0.0,20.0,212,-5.700456619262695,0.5268755555152893
2244,0.0,20.0,213,-5.7098588943481445,0.5035606622695923
2264,0.0,20.0,214,-5.7026686668396,0.5211796760559082
2284,0.0,20.0,215,-5.720793724060059,0.6466186046600342
2304,0.0,20.0,216,-5.699157238006592,0.42413967847824097
2324,0.0,20.0,217,-5.756830215454102,0.46184009313583374
2344,0.0,20.0,218,-5.744789123535156,0.47444483637809753
2364,0.0,20.0,219,-5.735742092132568,0.6388568878173828
2384,0.0,20.0,220,-5.749552249908447,0.6614382266998291
2404,0.0,20.0,221,-5.777370929718018,0.5679681301116943
2424,0.0,20.0,222,-5.772426128387451,0.6240900754928589
2444,0.0,20.0,223,-5.7915263175964355,0.4859321713447571
2464,0.0,20.0,224,-5.7537760734558105,0.5059342384338379
2484,0.0,20.0,225,-5.77805233001709,0.5774602890014648
2504,0.0,20.0,226,-5.7777204513549805,0.5102436542510986
2524,0.0,20.0,227,-5.788758277893066,0.421644389629364
2544,0.0,20.0,228,-5.792571067810059,0.4146047830581665
2564,0.0,20.0,229,-5.8486480712890625,0.4666021466255188
2583,0.0,19.0,230,-5.839139938354492,0.38855451345443726
2603,0.0,20.0,231,-5.849521636962891,0.43774402141571045
2623,0.0,20.0,232,-5.862752437591553,0.5103113651275635
2643,0.0,20.0,233,-5.902624607086182,0.385864794254303
2663,0.0,20.0,234,-5.920960426330566,0.618199348449707
2683,0.0,20.0,235,-5.928898811340332,0.41131696105003357
2703,0.0,20.0,236,-5.921297073364258,0.6836007833480835
2723,0.0,20.0,237,-5.939125061035156,0.6828775405883789
2743,0.0,20.0,238,-5.920191287994385,0.43598073720932007
2763,0.0,20.0,239,-5.933964729309082,0.5251495838165283
2783,0.0,20.0,240,-5.929988384246826,0.6804913878440857
2803,0.0,20.0,241,-5.925055027008057,0.5514651536941528
2822,0.0,19.0,242,-5.920000076293945,0.6647427678108215
2842,0.0,20.0,243,-5.914501190185547,0.43828344345092773
2862,0.0,20.0,244,-5.914228439331055,0.6198424100875854
2882,0.0,20.0,245,-5.9023823738098145,0.5948370099067688
2901,0.0,19.0,246,-5.894953727722168,0.8029988408088684
2921,0.0,20.0,247,-5.935036659240723,0.40537846088409424
2941,0.0,20.0,248,-5.908939361572266,0.6095302700996399
2961,0.0,20.0,249,-5.9439287185668945,0.5076580047607422
2981,0.0,20.0,250,-5.941261291503906,0.6036291718482971
3001,0.0,20.0,251,-5.918724060058594,0.692158043384552
3021,0.0,20.0,252,-5.94930362701416,0.47810259461402893
3041,0.0,20.0,253,-5.974352836608887,0.6951804757118225
3061,0.0,20.0,254,-6.011480331420898,0.6385077834129333
3081,0.0,20.0,255,-6.031390190124512,0.3943018317222595
3101,0.0,20.0,256,-5.997008323669434,0.6066946983337402
3122,0.0,21.0,257,-6.017023086547852,0.6096272468566895
3143,0.0,21.0,258,-6.066906929016113,0.48556625843048096
3163,0.0,20.0,259,-6.053640365600586,0.5600467920303345
3183,0.0,20.0,260,-6.0680131912231445,0.6900988221168518
3203,0.0,20.0,261,-6.055362224578857,0.7022932767868042
3223,0.0,20.0,262,-6.061300277709961,0.928268313407898
3243,0.0,20.0,263,-6.0719523429870605,0.6106048822402954
3263,0.0,20.0,264,-6.075822830200195,0.8766846060752869
3283,0.0,20.0,265,-6.029243469238281,0.7510190010070801
3302,0.0,19.0,266,-6.0133819580078125,0.6711940169334412
3322,0.0,20.0,267,-6.050910472869873,0.44302159547805786
3343,0.0,21.0,268,-5.992325782775879,0.8175926208496094
3362,0.0,19.0,269,-6.043367862701416,0.5023955702781677
3382,0.0,20.0,270,-6.04459285736084,0.7186809778213501
3402,0.0,20.0,271,-6.048679351806641,0.7791666984558105
3422,0.0,20.0,272,-6.113096714019775,0.6249607801437378
3442,0.0,20.0,273,-6.077329635620117,0.6029766201972961
3462,0.0,20.0,274,-6.099236011505127,0.4447711706161499
3482,0.0,20.0,275,-6.077017784118652,0.7405787706375122
3502,0.0,20.0,276,-6.118439674377441,0.6962209939956665
3522,0.0,20.0,277,-6.161418914794922,0.45019471645355225
3542,0.0,20.0,278,-6.167304039001465,0.8219000697135925
3562,0.0,20.0,279,-6.1593170166015625,0.7640171647071838
3582,0.0,20.0,280,-6.185731887817383,0.5437614321708679
3602,0.0,20.0,281,-6.240897178649902,0.663123607635498
3622,0.0,20.0,282,-6.235798358917236,0.5479699969291687
3642,0.0,20.0,283,-6.252248764038086,0.5303812026977539
3662,0.0,20.0,284,-6.1883039474487305,0.5219755172729492
3681,0.0,19.0,285,-6.221430778503418,0.7589747905731201
3701,0.0,20.0,286,-6.248125076293945,0.6296331882476807
3721,0.0,20.0,287,-6.22100830078125,0.8889597058296204
3741,0.0,20.0,288,-6.227719306945801,0.4539579451084137
3761,0.0,20.0,289,-6.2238569259643555,0.6182970404624939
3781,0.0,20.0,290,-6.200934886932373,0.6198461055755615
3801,0.0,20.0,291,-6.249421119689941,0.9154996275901794
3821,0.0,20.0,292,-6.225883960723877,0.7497819662094116
3841,0.0,20.0,293,-6.2097320556640625,0.6123999953269958
3861,0.0,20.0,294,-6.223097324371338,0.6873246431350708
3881,0.0,20.0,295,-6.218128204345703,0.7332403659820557
3901,0.0,20.0,296,-6.215272903442383,0.7644205689430237
3921,0.0,20.0,297,-6.220272541046143,0.5838298201560974
3941,0.0,20.0,298,-6.230395793914795,0.4989105463027954
3961,0.0,20.0,299,-6.236215114593506,1.0685241222381592
3981,0.0,20.0,300,-6.240080833435059,0.8590072393417358
4001,0.0,20.0,301,-6.301130294799805,0.5248560905456543
4021,0.0,20.0,302,-6.267968654632568,0.7890938520431519
4041,0.0,20.0,303,-6.250724792480469,0.7644524574279785
4061,0.0,20.0,304,-6.304509162902832,0.6794127225875854
4081,0.0,20.0,305,-6.3012285232543945,0.742811918258667
4101,0.0,20.0,306,-6.287754058837891,0.6925772428512573
4121,0.0,20.0,307,-6.313075065612793,0.6466835737228394
4141,0.0,20.0,308,-6.315264701843262,0.7583683729171753
4161,0.0,20.0,309,-6.288563251495361,0.6600865125656128
4181,0.0,20.0,310,-6.317575454711914,0.9640682935714722
4201,0.0,20.0,311,-6.35878849029541,0.9035958051681519
4221,0.0,20.0,312,-6.358142852783203,0.4810606837272644
4241,0.0,20.0,313,-6.371464729309082,0.7403006553649902
4261,0.0,20.0,314,-6.361701011657715,0.7340981960296631
4281,0.0,20.0,315,-6.389660835266113,0.46785545349121094
4301,0.0,20.0,316,-6.381782531738281,0.6522643566131592
4321,0.0,20.0,317,-6.39000940322876,0.8291465640068054
4341,0.0,20.0,318,-6.384986400604248,0.7167937159538269
4361,0.0,20.0,319,-6.379762649536133,0.49203813076019287
4381,0.0,20.0,320,-6.387418746948242,0.838810384273529
4401,0.0,20.0,321,-6.420908451080322,0.5563299655914307
4421,0.0,20.0,322,-6.434329986572266,0.5119538903236389
4441,0.0,20.0,323,-6.4608917236328125,0.6678524613380432
4461,0.0,20.0,324,-6.444864273071289,0.7414425611495972
4481,0.0,20.0,325,-6.506879806518555,0.667534351348877
4501,0.0,20.0,326,-6.485790252685547,0.7150905132293701
4521,0.0,20.0,327,-6.468681335449219,0.9005571007728577
4541,0.0,20.0,328,-6.442662239074707,0.7976205348968506
4561,0.0,20.0,329,-6.4694318771362305,0.43594250082969666
4581,0.0,20.0,330,-6.488434314727783,0.8258223533630371
4601,0.0,20.0,331,-6.464521884918213,0.6754835844039917
4621,0.0,20.0,332,-6.49969482421875,0.5609115362167358
4641,0.0,20.0,333,-6.522707462310791,0.6163519024848938
4661,0.0,20.0,334,-6.487502098083496,0.7787976861000061
4681,0.0,20.0,335,-6.540497779846191,0.7295897603034973
4701,0.0,20.0,336,-6.513708114624023,0.9511151313781738
4721,0.0,20.0,337,-6.503943920135498,0.7606111764907837
4741,0.0,20.0,338,-6.530537128448486,0.8524050116539001
4761,0.0,20.0,339,-6.514482498168945,0.6080609560012817
4781,0.0,20.0,340,-6.512596607208252,0.8415385484695435
4801,0.0,20.0,341,-6.490756034851074,0.8406626582145691
4821,0.0,20.0,342,-6.479175090789795,0.8411514759063721
4841,0.0,20.0,343,-6.532544136047363,0.7180417776107788
4861,0.0,20.0,344,-6.526666641235352,0.6278730034828186
4881,0.0,20.0,345,-6.570034027099609,0.7329572439193726
4901,0.0,20.0,346,-6.55207633972168,0.702759861946106
4921,0.0,20.0,347,-6.59644889831543,0.6596157550811768
4941,0.0,20.0,348,-6.595365524291992,0.5556400418281555
4961,0.0,20.0,349,-6.640646934509277,0.67238450050354
4981,0.0,20.0,350,-6.59331750869751,0.7413976192474365
5001,0.0,20.0,351,-6.624258995056152,0.6920571327209473
5021,0.0,20.0,352,-6.628766059875488,0.9261846542358398
5041,0.0,20.0,353,-6.64687442779541,1.0292198657989502
5061,0.0,20.0,354,-6.635643005371094,0.5769850611686707
5081,0.0,20.0,355,-6.615616321563721,0.6985501646995544
5101,0.0,20.0,356,-6.628119468688965,0.6637377738952637
5121,0.0,20.0,357,-6.6452741622924805,0.7229932546615601
5141,0.0,20.0,358,-6.619220733642578,0.7728773355484009
5161,0.0,20.0,359,-6.622308731079102,1.0629594326019287
5181,0.0,20.0,360,-6.618530750274658,0.8436719179153442
5201,0.0,20.0,361,-6.663176536560059,0.807545006275177
5221,0.0,20.0,362,-6.6541314125061035,0.8455448150634766
5241,0.0,20.0,363,-6.657726287841797,0.6042258739471436
5261,0.0,20.0,364,-6.635136604309082,0.7173334360122681
5281,0.0,20.0,365,-6.684774398803711,0.5965120792388916
5302,0.0,21.0,366,-6.657946586608887,0.8872870206832886
5322,0.0,20.0,367,-6.694667816162109,0.5869259834289551
5342,0.0,20.0,368,-6.73349666595459,0.9289160370826721
5362,0.0,20.0,369,-6.716373443603516,0.9942646026611328
5382,0.0,20.0,370,-6.762694358825684,0.8964215517044067
5402,0.0,20.0,371,-6.735113143920898,0.812333345413208
5422,0.0,20.0,372,-6.705789566040039,0.906947135925293
5442,0.0,20.0,373,-6.769138813018799,0.7416892647743225
5462,0.0,20.0,374,-6.753011226654053,1.0133663415908813
5482,0.0,20.0,375,-6.736699104309082,0.8563101291656494
5502,0.0,20.0,376,-6.737734794616699,0.9137962460517883
5522,0.0,20.0,377,-6.775233745574951,0.4876195192337036
5542,0.0,20.0,378,-6.730864524841309,1.3611620664596558
5562,0.0,20.0,379,-6.7355852127075195,1.0899549722671509
5582,0.0,20.0,380,-6.776070594787598,0.5623019337654114
5602,0.0,20.0,381,-6.746021270751953,1.1084197759628296
5622,0.0,20.0,382,-6.7591657638549805,0.8167226314544678
5642,0.0,20.0,383,-6.771251201629639,0.9120206236839294
5662,0.0,20.0,384,-6.767511367797852,1.2081928253173828
5682,0.0,20.0,385,-6.736795425415039,1.3866078853607178
5702,0.0,20.0,386,-6.736800670623779,0.8215134143829346
5722,0.0,20.0,387,-6.737616539001465,0.8438065052032471
5742,0.0,20.0,388,-6.772426605224609,0.6783158779144287
5764,0.0,22.0,389,-6.77945613861084,0.6998336315155029
5784,0.0,20.0,390,-6.828907012939453,0.8078575730323792
5804,0.0,20.0,391,-6.841320037841797,0.638069748878479
5824,0.0,20.0,392,-6.8796491622924805,0.78090500831604
5844,0.0,20.0,393,-6.888294696807861,0.8811852931976318
5864,0.0,20.0,394,-6.901765823364258,1.2583143711090088
5884,0.0,20.0,395,-6.917314529418945,0.6904703974723816
5904,0.0,20.0,396,-6.880220413208008,0.9062985181808472
5924,0.0,20.0,397,-6.906215667724609,0.912574052810669
5944,0.0,20.0,398,-6.915410041809082,0.9229063987731934
5964,0.0,20.0,399,-6.902883529663086,0.9796404838562012
5984,0.0,20.0,400,-6.91129207611084,0.8052165508270264
6004,0.0,20.0,401,-6.890253067016602,0.6679447889328003
6024,0.0,20.0,402,-6.8842668533325195,0.705595076084137
6044,0.0,20.0,403,-6.893165588378906,0.8544255495071411
6064,0.0,20.0,404,-6.938796043395996,1.0251893997192383
6084,0.0,20.0,405,-6.907625675201416,0.8557916879653931
6104,0.0,20.0,406,-6.898739814758301,0.9903327822685242
6124,0.0,20.0,407,-6.895157814025879,0.8993504047393799
6144,0.0,20.0,408,-6.921408653259277,0.8984935283660889
6164,0.0,20.0,409,-6.927081108093262,0.9563588500022888
6184,0.0,20.0,410,-6.946623802185059,0.927358090877533
6204,0.0,20.0,411,-6.906466484069824,1.0031092166900635
6224,0.0,20.0,412,-6.941628456115723,0.9765669703483582
6244,0.0,20.0,413,-6.9517316818237305,0.703956127166748
6264,0.0,20.0,414,-6.988885879516602,0.7476654648780823
6284,0.0,20.0,415,-6.982700347900391,0.5553209781646729
6303,0.0,19.0,416,-6.999703884124756,1.0817092657089233
6323,0.0,20.0,417,-7.041553497314453,1.259509563446045
6343,0.0,20.0,418,-6.994001388549805,1.37571120262146
6363,0.0,20.0,419,-6.97401237487793,0.8750895261764526
6383,0.0,20.0,420,-7.012738227844238,1.062727451324463
6403,0.0,20.0,421,-6.958792686462402,1.0206620693206787
6423,0.0,20.0,422,-6.998871803283691,0.7340070009231567
6443,0.0,20.0,423,-7.005839824676514,0.7974035739898682
6463,0.0,20.0,424,-7.040985107421875,0.864338755607605
6483,0.0,20.0,425,-7.003859519958496,1.056697964668274
6503,0.0,20.0,426,-7.007820129394531,1.230464220046997
6522,0.0,19.0,427,-7.0466742515563965,0.8978174924850464
6541,0.0,19.0,428,-7.057735443115234,0.7704028487205505
6561,0.0,20.0,429,-7.059746742248535,0.7291810512542725
6581,0.0,20.0,430,-7.078214645385742,0.8334270715713501
6601,0.0,20.0,431,-7.1213788986206055,1.0038104057312012
6621,0.0,20.0,432,-7.163498401641846,0.5767262578010559
6641,0.0,20.0,433,-7.2076826095581055,0.910464882850647
6661,0.0,20.0,434,-7.149940490722656,0.9793618321418762
6680,0.0,19.0,435,-7.161193370819092,0.9762498140335083
6700,0.0,20.0,436,-7.184441566467285,0.8645567893981934
6720,0.0,20.0,437,-7.076446533203125,1.3932349681854248
6740,0.0,20.0,438,-7.08388614654541,0.9876663684844971
6760,0.0,20.0,439,-7.064059257507324,1.068617343902588
6780,0.0,20.0,440,-7.031227111816406,1.0414950847625732
6800,0.0,20.0,441,-7.071165084838867,0.6870574355125427
6820,0.0,20.0,442,-7.086398124694824,0.9594820141792297
6840,0.0,20.0,443,-7.106306076049805,1.1783359050750732
6860,0.0,20.0,444,-7.083478927612305,1.0292713642120361
6880,0.0,20.0,445,-7.119846343994141,0.8544999957084656
6900,0.0,20.0,446,-7.169531345367432,1.0921297073364258
6920,0.0,20.0,447,-7.233636856079102,0.6114831566810608
6940,0.0,20.0,448,-7.227610111236572,0.6520811319351196
6960,0.0,20.0,449,-7.2347798347473145,1.1669635772705078
6980,0.0,20.0,450,-7.225814342498779,2.028176784515381
7000,0.0,20.0,451,-7.235343933105469,1.0108413696289062
7019,0.0,19.0,452,-7.195047378540039,1.0029321908950806
7039,0.0,20.0,453,-7.1474456787109375,1.1233240365982056
7059,0.0,20.0,454,-7.212234020233154,0.7662982940673828
7079,0.0,20.0,455,-7.144859313964844,0.9798388481140137
7099,0.0,20.0,456,-7.149521827697754,0.7117003798484802
7119,0.0,20.0,457,-7.205188751220703,0.9358301162719727
7139,0.0,20.0,458,-7.234902381896973,1.2640005350112915
7158,0.0,19.0,459,-7.251482009887695,1.188246488571167
7178,0.0,20.0,460,-7.306999206542969,0.7331663370132446
7198,0.0,20.0,461,-7.323727130889893,0.825616717338562
7218,0.0,20.0,462,-7.281601905822754,1.146734356880188
7238,0.0,20.0,463,-7.318818092346191,1.0124146938323975
7258,0.0,20.0,464,-7.274497985839844,1.0308141708374023
7278,0.0,20.0,465,-7.282031059265137,1.075972318649292
7298,0.0,20.0,466,-7.251758098602295,1.1324529647827148
7318,0.0,20.0,467,-7.292813301086426,1.1884092092514038
7338,0.0,20.0,468,-7.305351257324219,1.29551100730896
7357,0.0,19.0,469,-7.271967887878418,0.8590892553329468
7377,0.0,20.0,470,-7.26706600189209,0.9941235780715942
7397,0.0,20.0,471,-7.282754898071289,0.7865442633628845
7417,0.0,20.0,472,-7.306722640991211,0.9554133415222168
7437,0.0,20.0,473,-7.405674934387207,1.0164518356323242
7457,0.0,20.0,474,-7.429035663604736,0.8769078254699707
7477,0.0,20.0,475,-7.446840286254883,1.0820330381393433
7497,0.0,20.0,476,-7.396262168884277,1.2240450382232666
7517,0.0,20.0,477,-7.401799201965332,1.1067054271697998
7537,0.0,20.0,478,-7.382955551147461,1.305140733718872
7557,0.0,20.0,479,-7.290002346038818,1.1446707248687744
7577,0.0,20.0,480,-7.269222259521484,1.3815217018127441
7596,0.0,19.0,481,-7.273876190185547,1.019212245941162
7616,0.0,20.0,482,-7.284511089324951,1.1211435794830322
7636,0.0,20.0,483,-7.344564437866211,1.0007565021514893
7656,0.0,20.0,484,-7.297607898712158,1.1041040420532227
7676,0.0,20.0,485,-7.410815238952637,0.6379586458206177
7696,0.0,20.0,486,-7.413496971130371,1.10471773147583
7716,0.0,20.0,487,-7.546377182006836,0.6878712177276611
7736,0.0,20.0,488,-7.496576309204102,1.1397188901901245
7756,0.0,20.0,489,-7.53695011138916,1.252932071685791
7776,0.0,20.0,490,-7.546844482421875,0.5876419544219971
7795,0.0,19.0,491,-7.525533676147461,0.9541109800338745
7815,0.0,20.0,492,-7.565267562866211,0.8290829658508301
7834,0.0,19.0,493,-7.524619102478027,0.597528338432312
7854,0.0,20.0,494,-7.495744705200195,0.820458173751831
7874,0.0,20.0,495,-7.482199668884277,0.9867501258850098
7894,0.0,20.0,496,-7.440456390380859,1.4183447360992432
7914,0.0,20.0,497,-7.437806129455566,1.1613376140594482
7934,0.0,20.0,498,-7.426296234130859,1.2484145164489746
7954,0.0,20.0,499,-7.425083160400391,0.750403642654419
7974,0.0,20.0,500,-7.450435638427734,1.0984737873077393
7994,0.0,20.0,501,-7.461827754974365,0.9918839931488037
8014,0.0,20.0,502,-7.508000373840332,1.1230108737945557
8034,0.0,20.0,503,-7.4926252365112305,1.1383085250854492
8054,0.0,20.0,504,-7.546297073364258,1.082571029663086
8074,0.0,20.0,505,-7.524375915527344,1.4958336353302002
8094,0.0,20.0,506,-7.484182357788086,1.452498435974121
8114,0.0,20.0,507,-7.477474212646484,1.4901235103607178
8134,0.0,20.0,508,-7.5052490234375,0.9677203297615051
8154,0.0,20.0,509,-7.473834037780762,1.344595193862915
8174,0.0,20.0,510,-7.540522575378418,1.040048599243164
8194,0.0,20.0,511,-7.521169662475586,1.0591528415679932
8214,0.0,20.0,512,-7.540593147277832,0.7033661603927612
8234,0.0,20.0,513,-7.601431846618652,0.8907283544540405
8254,0.0,20.0,514,-7.683356285095215,0.6985480189323425
8274,0.0,20.0,515,-7.639175891876221,1.4565391540527344
8294,0.0,20.0,516,-7.680183410644531,1.053882122039795
8314,0.0,20.0,517,-7.689779281616211,1.0508016347885132
8334,0.0,20.0,518,-7.647953510284424,1.3107662200927734
8354,0.0,20.0,519,-7.670298099517822,1.0924713611602783
8375,0.0,21.0,520,-7.598148345947266,0.846420407295227
8394,0.0,19.0,521,-7.6099324226379395,1.2165703773498535
8414,0.0,20.0,522,-7.5814714431762695,1.324366807937622
8434,0.0,20.0,523,-7.558211326599121,1.4831749200820923
8454,0.0,20.0,524,-7.57426118850708,1.105333685874939
8474,0.0,20.0,525,-7.642566680908203,1.0023226737976074
8497,0.0,23.0,526,-7.591630935668945,1.7250847816467285
8517,0.0,20.0,527,-7.639383316040039,1.2892732620239258
8537,0.0,20.0,528,-7.5652971267700195,1.487146019935608
8557,0.0,20.0,529,-7.717796802520752,1.0995547771453857
8577,0.0,20.0,530,-7.6751298904418945,0.9323444366455078
8597,0.0,20.0,531,-7.721190452575684,1.224510669708252
8617,0.0,20.0,532,-7.685404300689697,1.2137117385864258
8637,0.0,20.0,533,-7.746123790740967,0.953760027885437
8657,0.0,20.0,534,-7.740414619445801,0.7944210767745972
8677,0.0,20.0,535,-7.786962032318115,1.3887667655944824
8697,0.0,20.0,536,-7.79097318649292,0.8233276009559631
8717,0.0,20.0,537,-7.799342155456543,1.6250715255737305
8737,0.0,20.0,538,-7.764451026916504,1.461289882659912
8757,0.0,20.0,539,-7.714838027954102,0.8415815830230713
8777,0.0,20.0,540,-7.687727928161621,1.7196977138519287
8797,0.0,20.0,541,-7.704225063323975,1.0300662517547607
8817,0.0,20.0,542,-7.640643119812012,1.3345386981964111
8837,0.0,20.0,543,-7.691528797149658,0.7718323469161987
8857,0.0,20.0,544,-7.722701549530029,1.192029356956482
8878,0.0,21.0,545,-7.722343444824219,1.5993921756744385
8898,0.0,20.0,546,-7.796550750732422,0.7565456628799438
8918,0.0,20.0,547,-7.844019889831543,1.3247690200805664
8939,0.0,21.0,548,-7.786380767822266,1.7271718978881836
8959,0.0,20.0,549,-7.7714762687683105,1.3658416271209717
8979,0.0,20.0,550,-7.772490978240967,1.1676851511001587
9000,0.0,21.0,551,-7.797579765319824,0.8264833688735962
9020,0.0,20.0,552,-7.843393325805664,1.1930691003799438
