episode_timestep,episode_reward,episode_length,loss_timestep,actor_loss,critic_loss
904,0.0,19.0,147,-5.47852897644043,0.6078155040740967
924,0.0,20.0,148,-5.513246536254883,0.4728797972202301
944,0.0,20.0,149,-5.538057804107666,0.3709951639175415
963,0.0,19.0,150,-5.534542083740234,0.28468233346939087
983,0.0,20.0,151,-5.5505242347717285,0.4607936143875122
1003,0.0,20.0,152,-5.595963478088379,0.7827814817428589
1022,0.0,19.0,153,-5.580799102783203,0.7650836110115051
1042,0.0,20.0,154,-5.568436145782471,0.37359288334846497
1061,0.0,19.0,155,-5.552425861358643,0.5283775329589844
1081,0.0,20.0,156,-5.5438642501831055,0.5748831033706665
1101,0.0,20.0,157,-5.538155555725098,0.7109822034835815
1121,0.0,20.0,158,-5.5109663009643555,0.4137815535068512
1141,0.0,20.0,159,-5.523045539855957,0.47272947430610657
1161,0.0,20.0,160,-5.479800701141357,0.42724400758743286
1180,0.0,19.0,161,-5.480180263519287,0.5617064833641052
1200,0.0,20.0,162,-5.4293084144592285,0.45153534412384033
1219,0.0,19.0,163,-5.416355133056641,0.6745073795318604
1239,0.0,20.0,164,-5.3953094482421875,0.5452697277069092
1259,0.0,20.0,165,-5.398566246032715,0.40852558612823486
1279,0.0,20.0,166,-5.3456220626831055,0.49377262592315674
1299,0.0,20.0,167,-5.350096702575684,0.5014677047729492
1319,0.0,20.0,168,-5.356354713439941,0.38625088334083557
1338,0.0,19.0,169,-5.3564958572387695,0.5349211096763611
1357,0.0,19.0,170,-5.329164505004883,0.5138735771179199
1377,0.0,20.0,171,-5.3610711097717285,0.5619580745697021
1397,0.0,20.0,172,-5.316855430603027,0.40392112731933594
1417,0.0,20.0,173,-5.340829372406006,0.5465342998504639
1437,0.0,20.0,174,-5.327150344848633,0.4652482271194458
1457,0.0,20.0,175,-5.339718818664551,0.5161900520324707
1477,0.0,20.0,176,-5.370143890380859,0.46892309188842773
1497,0.0,20.0,177,-5.370553493499756,0.4958730638027191
1517,0.0,20.0,178,-5.4059343338012695,0.5704704523086548
1537,0.0,20.0,179,-5.404266357421875,0.3900110125541687
1557,0.0,20.0,180,-5.412847518920898,0.33237865567207336
1577,0.0,20.0,181,-5.433204174041748,0.27997973561286926
1596,0.0,19.0,182,-5.473520278930664,0.42536428570747375
1616,0.0,20.0,183,-5.473939418792725,0.45842498540878296
1636,0.0,20.0,184,-5.522220134735107,0.6113219857215881
1656,0.0,20.0,185,-5.509103775024414,0.5749874114990234
1676,0.0,20.0,186,-5.540266036987305,0.48563992977142334
1695,0.0,19.0,187,-5.547683238983154,0.4264181852340698
1715,0.0,20.0,188,-5.562666893005371,0.3338261842727661
1735,0.0,20.0,189,-5.565866470336914,0.3959600329399109
1755,0.0,20.0,190,-5.578683376312256,0.4538596272468567
1774,0.0,19.0,191,-5.602649688720703,0.4704395532608032
1793,0.0,19.0,192,-5.596480369567871,0.4733114242553711
1813,0.0,20.0,193,-5.6337127685546875,0.3975580930709839
1832,0.0,19.0,194,-5.6454267501831055,0.49154895544052124
1852,0.0,20.0,195,-5.622702121734619,0.5781981945037842
1872,0.0,20.0,196,-5.660181045532227,0.5326175093650818
1892,0.0,20.0,197,-5.638172149658203,0.4320486783981323
1912,0.0,20.0,198,-5.670450210571289,0.4998791217803955
1932,0.0,20.0,199,-5.675477981567383,0.5741454362869263
1952,0.0,20.0,200,-5.630530834197998,0.6196897029876709
1972,0.0,20.0,201,-5.655534267425537,0.42637181282043457
1992,0.0,20.0,202,-5.664953231811523,0.3877806067466736
2011,0.0,19.0,203,-5.63581657409668,0.39285585284233093
2031,0.0,20.0,204,-5.677736282348633,0.4024340510368347
2050,0.0,19.0,205,-5.655521392822266,0.4262770712375641
2070,0.0,20.0,206,-5.695206165313721,0.32139214873313904
2090,0.0,20.0,207,-5.66794490814209,0.39751821756362915
2109,0.0,19.0,208,-5.708148956298828,0.4879576861858368
2129,0.0,20.0,209,-5.692401885986328,0.4574851393699646
2149,0.0,20.0,210,-5.698910713195801,0.7295653820037842
2169,0.0,20.0,211,-5.689623832702637,0.4956076741218567
2188,0.0,19.0,212,-5.67520809173584,0.6113858222961426
2207,0.0,19.0,213,-5.686989784240723,0.49994319677352905
2227,0.0,20.0,214,-5.712579727172852,0.3530007004737854
2247,0.0,20.0,215,-5.710117816925049,0.5706143975257874
2267,0.0,20.0,216,-5.703182220458984,0.577986478805542
2287,0.0,20.0,217,-5.731696605682373,0.6601507663726807
2307,0.0,20.0,218,-5.723302841186523,0.5787816047668457
2327,0.0,20.0,219,-5.727183818817139,0.5439473390579224
2347,0.0,20.0,220,-5.735292911529541,0.44755542278289795
2367,0.0,20.0,221,-5.761237144470215,0.43205174803733826
2387,0.0,20.0,222,-5.768334865570068,0.5214226245880127
2407,0.0,20.0,223,-5.7748870849609375,0.7359745502471924
2427,0.0,20.0,224,-5.766226768493652,0.49774834513664246
2447,0.0,20.0,225,-5.778746604919434,0.452128142118454
2467,0.0,20.0,226,-5.781768321990967,0.5303277969360352
2487,0.0,20.0,227,-5.7857666015625,0.5152333378791809
2507,0.0,20.0,228,-5.793306350708008,0.5305488705635071
2527,0.0,20.0,229,-5.818613529205322,0.6171449422836304
2547,0.0,20.0,230,-5.815990447998047,0.4303213953971863
2567,0.0,20.0,231,-5.838178634643555,0.5969982147216797
2587,0.0,20.0,232,-5.839343070983887,0.5384321212768555
2607,0.0,20.0,233,-5.8819379806518555,0.5681051015853882
2626,0.0,19.0,234,-5.878017902374268,0.5697927474975586
2646,0.0,20.0,235,-5.870728492736816,0.7443346977233887
2665,0.0,19.0,236,-5.885913848876953,0.62831711769104
2684,0.0,19.0,237,-5.880732536315918,0.4192505478858948
2704,0.0,20.0,238,-5.863043308258057,0.5423341393470764
2724,0.0,20.0,239,-5.884431838989258,0.5519703030586243
2744,0.0,20.0,240,-5.8643293380737305,0.4311866760253906
2764,0.0,20.0,241,-5.895437240600586,0.41671282052993774
2784,0.0,20.0,242,-5.912606239318848,0.5124819278717041
2804,0.0,20.0,243,-5.925501823425293,0.49025872349739075
2824,0.0,20.0,244,-5.911965370178223,0.8122442960739136
2844,0.0,20.0,245,-5.904685020446777,0.5172545313835144
2863,0.0,19.0,246,-5.915232181549072,0.7199749946594238
2883,0.0,20.0,247,-5.936221122741699,0.6263127326965332
2902,0.0,19.0,248,-5.946477890014648,0.42270082235336304
2922,0.0,20.0,249,-5.935518264770508,0.586216926574707
2941,0.0,19.0,250,-5.942283630371094,0.7598342895507812
2961,0.0,20.0,251,-5.933082580566406,0.5825780630111694
2981,0.0,20.0,252,-5.938247203826904,0.9044674634933472
3001,0.0,20.0,253,-5.9484639167785645,0.6599289774894714
3021,0.0,20.0,254,-5.985664367675781,0.5369224548339844
3041,0.0,20.0,255,-6.002971649169922,0.6255007982254028
3060,0.0,19.0,256,-5.963531970977783,0.6097838878631592
3081,0.0,21.0,257,-5.984374046325684,0.587780237197876
3101,0.0,20.0,258,-6.002553939819336,0.6413823366165161
3121,0.0,20.0,259,-6.011394023895264,0.7091354727745056
3141,0.0,20.0,260,-6.010429859161377,0.44760990142822266
3161,0.0,20.0,261,-6.007517337799072,0.8265224099159241
3181,0.0,20.0,262,-6.0025129318237305,0.391015887260437
3201,0.0,20.0,263,-6.023623943328857,0.5967369079589844
3221,0.0,20.0,264,-6.0316972732543945,0.6816920042037964
3241,0.0,20.0,265,-6.008978843688965,0.7172327041625977
3261,0.0,20.0,266,-6.03432559967041,0.6318767070770264
3281,0.0,20.0,267,-6.0662841796875,0.6583553552627563
3301,0.0,20.0,268,-6.006940841674805,0.9424834251403809
3321,0.0,20.0,269,-6.058715343475342,0.5228403806686401
3341,0.0,20.0,270,-6.036637783050537,0.7228069305419922
3361,0.0,20.0,271,-6.061370372772217,0.6109509468078613
3381,0.0,20.0,272,-6.0932793617248535,0.8579496145248413
3401,0.0,20.0,273,-6.102880477905273,0.4994693696498871
3421,0.0,20.0,274,-6.0887651443481445,0.5123251676559448
3440,0.0,19.0,275,-6.09661865234375,0.46123790740966797
3460,0.0,20.0,276,-6.1062469482421875,0.9141828417778015
3480,0.0,20.0,277,-6.130828857421875,0.8412905335426331
3500,0.0,20.0,278,-6.160311698913574,0.5652368068695068
3520,0.0,20.0,279,-6.115114688873291,0.8340013027191162
3540,0.0,20.0,280,-6.1220245361328125,0.7536716461181641
3560,0.0,20.0,281,-6.156775951385498,0.7672268152236938
3579,0.0,19.0,282,-6.1621503829956055,0.3948751389980316
3599,0.0,20.0,283,-6.153449058532715,0.6372635960578918
3618,0.0,19.0,284,-6.120850563049316,0.5961630344390869
3637,0.0,19.0,285,-6.134812355041504,0.744686484336853
3672,114.0,35.0,286,-6.167026519775391,0.41544419527053833
3692,0.0,20.0,287,-6.17279577255249,0.9173065423965454
3712,0.0,20.0,288,-6.179608345031738,0.6965065002441406
3732,0.0,20.0,289,-6.186840534210205,0.7893692255020142
3752,0.0,20.0,290,-6.170685768127441,0.5508624911308289
3772,0.0,20.0,291,-6.190526962280273,0.5496670603752136
3792,0.0,20.0,292,-6.1984405517578125,0.5137702226638794
3812,0.0,20.0,293,-6.230585098266602,0.4606010317802429
3832,0.0,20.0,294,-6.24467134475708,0.6681966185569763
3851,0.0,19.0,295,-6.249913215637207,0.7839832901954651
3871,0.0,20.0,296,-6.2493438720703125,0.6161130666732788
3891,0.0,20.0,297,-6.275010108947754,0.5736799836158752
3911,0.0,20.0,298,-6.280032634735107,0.5702527761459351
3930,0.0,19.0,299,-6.258398056030273,0.7460602521896362
3950,0.0,20.0,300,-6.2740888595581055,0.6836936473846436
3970,0.0,20.0,301,-6.3301920890808105,0.39681392908096313
3990,0.0,20.0,302,-6.325418949127197,0.42877888679504395
4010,0.0,20.0,303,-6.3027496337890625,0.44678938388824463
4030,0.0,20.0,304,-6.325292587280273,0.7557715773582458
4050,0.0,20.0,305,-6.324298858642578,0.5783318877220154
4070,0.0,20.0,306,-6.333830833435059,0.6070470213890076
4090,0.0,20.0,307,-6.337815761566162,0.7860931158065796
4110,0.0,20.0,308,-6.326219081878662,0.9036819338798523
4129,0.0,19.0,309,-6.293237686157227,0.6347301602363586
4149,0.0,20.0,310,-6.34079647064209,0.605212926864624
4168,0.0,19.0,311,-6.327321529388428,0.48338210582733154
4187,0.0,19.0,312,-6.345062255859375,0.6112935543060303
4207,0.0,20.0,313,-6.315805435180664,0.6664146184921265
4227,0.0,20.0,314,-6.3367919921875,0.7903685569763184
4247,0.0,20.0,315,-6.328835487365723,0.6655882596969604
4266,0.0,19.0,316,-6.316421985626221,0.6067652106285095
4286,0.0,20.0,317,-6.342722415924072,0.5767661929130554
4306,0.0,20.0,318,-6.348384857177734,0.6303613781929016
4326,0.0,20.0,319,-6.334715843200684,0.9394561648368835
4346,0.0,20.0,320,-6.362858772277832,0.470509797334671
4366,0.0,20.0,321,-6.371838569641113,0.8906261920928955
4385,0.0,19.0,322,-6.372546195983887,0.5119513869285583
4405,0.0,20.0,323,-6.37532377243042,0.8240928649902344
4425,0.0,20.0,324,-6.3946533203125,0.6988058686256409
4445,0.0,20.0,325,-6.433393478393555,0.8205254077911377
4465,0.0,20.0,326,-6.42017126083374,0.6216815710067749
4485,0.0,20.0,327,-6.413663864135742,0.7527772188186646
4505,0.0,20.0,328,-6.422701835632324,0.8453305959701538
4525,0.0,20.0,329,-6.418510913848877,0.6223334670066833
4545,0.0,20.0,330,-6.4147748947143555,0.923211932182312
4565,0.0,20.0,331,-6.4661149978637695,0.5493615865707397
4585,0.0,20.0,332,-6.465917587280273,0.6499308347702026
4605,0.0,20.0,333,-6.45943546295166,0.6511173248291016
4624,0.0,19.0,334,-6.459254264831543,0.8415743112564087
4644,0.0,20.0,335,-6.519596576690674,0.6477479934692383
4664,0.0,20.0,336,-6.527235507965088,0.690108060836792
4683,0.0,19.0,337,-6.544426918029785,0.3862364888191223
4703,0.0,20.0,338,-6.551090717315674,0.5122751593589783
4722,0.0,19.0,339,-6.584839820861816,0.5553961992263794
4742,0.0,20.0,340,-6.563907623291016,0.780222475528717
4762,0.0,20.0,341,-6.583155155181885,0.5448832511901855
4781,0.0,19.0,342,-6.549286842346191,0.997678816318512
4800,0.0,19.0,343,-6.56335973739624,0.681299090385437
4820,0.0,20.0,344,-6.525726795196533,0.8768075704574585
4840,0.0,20.0,345,-6.560291290283203,0.719883143901825
4860,0.0,20.0,346,-6.5142412185668945,0.66822350025177
4880,0.0,20.0,347,-6.541775226593018,0.52358078956604
4899,0.0,19.0,348,-6.487447738647461,0.7289999723434448
4919,0.0,20.0,349,-6.516694068908691,0.7732168436050415
4939,0.0,20.0,350,-6.557925224304199,0.5649749636650085
4959,0.0,20.0,351,-6.565998077392578,0.6602511405944824
4978,0.0,19.0,352,-6.5774664878845215,0.7161876559257507
4997,0.0,19.0,353,-6.601434707641602,0.43769893050193787
5017,0.0,20.0,354,-6.6192426681518555,0.9184609651565552
5036,0.0,19.0,355,-6.605489730834961,0.9385231733322144
5056,0.0,20.0,356,-6.638772964477539,0.7646562457084656
5076,0.0,20.0,357,-6.644629001617432,0.8775660991668701
5095,0.0,19.0,358,-6.620695114135742,0.7535298466682434
5115,0.0,20.0,359,-6.622684478759766,0.7262563705444336
5135,0.0,20.0,360,-6.6146721839904785,0.690719723701477
5155,0.0,20.0,361,-6.694079875946045,0.37964072823524475
5175,0.0,20.0,362,-6.662632465362549,0.6482874155044556
5194,0.0,19.0,363,-6.65956449508667,0.6989084482192993
5214,0.0,20.0,364,-6.692920684814453,0.5750765800476074
5234,0.0,20.0,365,-6.701555252075195,0.604830265045166
5254,0.0,20.0,366,-6.705306053161621,0.7878828048706055
5274,0.0,20.0,367,-6.719567775726318,0.8849096298217773
5294,0.0,20.0,368,-6.7006635665893555,0.92970871925354
5314,0.0,20.0,369,-6.682550430297852,0.6199278831481934
5334,0.0,20.0,370,-6.696735858917236,0.7809461951255798
5353,0.0,19.0,371,-6.710829734802246,0.5615642666816711
5373,0.0,20.0,372,-6.710618019104004,0.7055090665817261
5393,0.0,20.0,373,-6.759044170379639,0.7974135875701904
5413,0.0,20.0,374,-6.732943534851074,0.6200520992279053
5433,0.0,20.0,375,-6.771666526794434,0.47732216119766235
5452,0.0,19.0,376,-6.750831604003906,0.596687912940979
5472,0.0,20.0,377,-6.764017105102539,1.049437403678894
5492,0.0,20.0,378,-6.75942325592041,1.0048491954803467
5512,0.0,20.0,379,-6.767284870147705,0.75727379322052
5531,0.0,19.0,380,-6.751852035522461,0.6570076942443848
5550,0.0,19.0,381,-6.747723579406738,0.7943986058235168
5569,0.0,19.0,382,-6.791084289550781,0.9509206414222717
5589,0.0,20.0,383,-6.796788692474365,0.6787145137786865
5608,0.0,19.0,384,-6.827967643737793,0.6923216581344604
5628,0.0,20.0,385,-6.755561351776123,0.8946049213409424
5648,0.0,20.0,386,-6.813324451446533,0.5729653239250183
5668,0.0,20.0,387,-6.796684265136719,0.7725663185119629
5687,0.0,19.0,388,-6.829527854919434,0.5585094690322876
5707,0.0,20.0,389,-6.83396053314209,0.8654081225395203
5727,0.0,20.0,390,-6.872110366821289,0.7937864661216736
5747,0.0,20.0,391,-6.827092170715332,0.7509298324584961
5767,0.0,20.0,392,-6.872125625610352,0.4928091764450073
5786,0.0,19.0,393,-6.856252670288086,0.7651114463806152
5806,0.0,20.0,394,-6.874532699584961,0.756331205368042
5825,0.0,19.0,395,-6.912078857421875,0.708236575126648
5845,0.0,20.0,396,-6.875844955444336,0.7524994611740112
5865,0.0,20.0,397,-6.852082252502441,0.8943769335746765
5884,0.0,19.0,398,-6.91355037689209,0.9501515626907349
5903,0.0,19.0,399,-6.9182586669921875,0.7812442779541016
5923,0.0,20.0,400,-6.912937164306641,0.8257044553756714
5943,0.0,20.0,401,-6.86911678314209,1.0224668979644775
5962,0.0,19.0,402,-6.857695579528809,0.724257230758667
5982,0.0,20.0,403,-6.840550422668457,1.012009620666504
6002,0.0,20.0,404,-6.865479469299316,1.0784449577331543
6022,0.0,20.0,405,-6.855679512023926,1.0442826747894287
6042,0.0,20.0,406,-6.819474220275879,0.9519506692886353
6062,0.0,20.0,407,-6.841070652008057,0.7882760763168335
6082,0.0,20.0,408,-6.847360134124756,1.0954790115356445
6102,0.0,20.0,409,-6.907896995544434,0.7210336327552795
6121,0.0,19.0,410,-6.925214767456055,0.8516533374786377
6141,0.0,20.0,411,-6.9334492683410645,1.0966343879699707
6161,0.0,20.0,412,-6.96682071685791,0.5980863571166992
6180,0.0,19.0,413,-6.964541912078857,1.148064374923706
6200,0.0,20.0,414,-6.958165168762207,1.0494449138641357
6220,0.0,20.0,415,-6.93739128112793,0.9272217750549316
6240,0.0,20.0,416,-6.962071418762207,0.7800905704498291
6260,0.0,20.0,417,-6.99851655960083,0.9444516897201538
6279,0.0,19.0,418,-6.96712589263916,0.9546979665756226
6298,0.0,19.0,419,-6.9953389167785645,0.6300146579742432
6317,0.0,19.0,420,-7.015743255615234,0.9266378879547119
6336,0.0,19.0,421,-7.021290302276611,0.8388095498085022
6356,0.0,20.0,422,-7.031180381774902,0.8244113922119141
6376,0.0,20.0,423,-6.996189594268799,1.2138135433197021
6396,0.0,20.0,424,-7.020670413970947,1.0871989727020264
6416,0.0,20.0,425,-6.984058380126953,1.0006463527679443
6435,0.0,19.0,426,-6.996484756469727,0.8833836317062378
6454,0.0,19.0,427,-7.015892505645752,0.7575078010559082
6473,0.0,19.0,428,-7.008268356323242,0.6747081279754639
6493,0.0,20.0,429,-7.051999092102051,0.7053946256637573
6513,0.0,20.0,430,-7.07260799407959,0.9332164525985718
6533,0.0,20.0,431,-7.099941253662109,0.9515141248703003
6552,0.0,19.0,432,-7.105447769165039,0.7902825474739075
6572,0.0,20.0,433,-7.123136520385742,1.0294866561889648
6592,0.0,20.0,434,-7.072434425354004,1.3723890781402588
6611,0.0,19.0,435,-7.05801248550415,0.9577658176422119
6631,0.0,20.0,436,-7.099340438842773,0.9151266813278198
6651,0.0,20.0,437,-6.997864246368408,1.4636201858520508
6671,0.0,20.0,438,-7.007883548736572,1.1179145574569702
6691,0.0,20.0,439,-7.0030131340026855,1.1626152992248535
6711,0.0,20.0,440,-7.027665138244629,1.0206522941589355
6730,0.0,19.0,441,-7.028980255126953,1.0260013341903687
6750,0.0,20.0,442,-7.039010047912598,0.8910178542137146
6770,0.0,20.0,443,-7.072585582733154,0.7029070258140564
6790,0.0,20.0,444,-7.093406677246094,0.733303964138031
6810,0.0,20.0,445,-7.1811323165893555,0.8983317613601685
6830,0.0,20.0,446,-7.175559043884277,0.8680886030197144
6849,0.0,19.0,447,-7.201923370361328,1.423232078552246
6869,0.0,20.0,448,-7.223722457885742,0.9208213090896606
6889,0.0,20.0,449,-7.2127203941345215,1.0755165815353394
6909,0.0,20.0,450,-7.2139434814453125,1.028595209121704
6929,0.0,20.0,451,-7.201648712158203,1.13033926486969
6949,0.0,20.0,452,-7.124340057373047,0.8451656103134155
6969,0.0,20.0,453,-7.157397270202637,1.1322202682495117
6989,0.0,20.0,454,-7.162480354309082,1.0316730737686157
7009,0.0,20.0,455,-7.166989326477051,0.9726625680923462
7028,0.0,19.0,456,-7.105865478515625,0.7691935896873474
7048,0.0,20.0,457,-7.196978569030762,0.893470287322998
7067,0.0,19.0,458,-7.169677257537842,1.2095451354980469
7086,0.0,19.0,459,-7.232866287231445,1.317812204360962
7106,0.0,20.0,460,-7.256556510925293,0.7689225673675537
7126,0.0,20.0,461,-7.236112117767334,0.9270848035812378
7146,0.0,20.0,462,-7.267048358917236,1.0142476558685303
7166,0.0,20.0,463,-7.2814741134643555,0.9805619716644287
7185,0.0,19.0,464,-7.27476692199707,0.7818000316619873
7205,0.0,20.0,465,-7.294211387634277,0.8391844630241394
7225,0.0,20.0,466,-7.2754058837890625,1.2421149015426636
7244,0.0,19.0,467,-7.263025283813477,1.0491913557052612
7264,0.0,20.0,468,-7.287728786468506,1.009756088256836
7284,0.0,20.0,469,-7.305396556854248,0.6881224513053894
7304,0.0,20.0,470,-7.289561748504639,0.9922529458999634
7324,0.0,20.0,471,-7.256418228149414,1.3267297744750977
7344,0.0,20.0,472,-7.237236022949219,0.719243049621582
7364,0.0,20.0,473,-7.309560775756836,0.7919965982437134
7383,0.0,19.0,474,-7.28953742980957,1.050973653793335
7402,0.0,19.0,475,-7.326323509216309,1.0677971839904785
7422,0.0,20.0,476,-7.274026870727539,1.1491351127624512
7442,0.0,20.0,477,-7.3187055587768555,0.9297999143600464
7461,0.0,19.0,478,-7.306998252868652,0.8478106260299683
7480,0.0,19.0,479,-7.341588973999023,1.0988142490386963
7500,0.0,20.0,480,-7.319538116455078,0.9139070510864258
7520,0.0,20.0,481,-7.334157466888428,1.3911890983581543
7539,0.0,19.0,482,-7.373772621154785,0.8100628852844238
7559,0.0,20.0,483,-7.349987983703613,0.8916584253311157
7579,0.0,20.0,484,-7.325843811035156,1.5478146076202393
7599,0.0,20.0,485,-7.332792282104492,0.7307457327842712
7619,0.0,20.0,486,-7.330915451049805,1.0519154071807861
7639,0.0,20.0,487,-7.346371650695801,1.2264726161956787
7659,0.0,20.0,488,-7.328366279602051,1.2753396034240723
7678,0.0,19.0,489,-7.376249313354492,0.9587439298629761
7698,0.0,20.0,490,-7.349201202392578,0.8186590671539307
7718,0.0,20.0,491,-7.363040924072266,1.4848473072052002
7738,0.0,20.0,492,-7.404585361480713,1.1800471544265747
7757,0.0,19.0,493,-7.4189066886901855,1.3919776678085327
7777,0.0,20.0,494,-7.403263092041016,0.8196409940719604
7797,0.0,20.0,495,-7.3938703536987305,1.4075663089752197
7816,0.0,19.0,496,-7.4016523361206055,1.2480759620666504
7836,0.0,20.0,497,-7.351972579956055,1.3284450769424438
7856,0.0,20.0,498,-7.374104022979736,1.4283676147460938
7875,0.0,19.0,499,-7.327629566192627,1.5736627578735352
7895,0.0,20.0,500,-7.3496527671813965,1.0297396183013916
7915,0.0,20.0,501,-7.313771724700928,1.1499242782592773
7935,0.0,20.0,502,-7.3634490966796875,1.0284535884857178
7955,0.0,20.0,503,-7.394613265991211,1.3256616592407227
7975,0.0,20.0,504,-7.3811140060424805,1.4544200897216797
7995,0.0,20.0,505,-7.47664737701416,1.036381721496582
8014,0.0,19.0,506,-7.5290679931640625,0.8032574653625488
8033,0.0,19.0,507,-7.573709487915039,1.2116115093231201
8052,0.0,19.0,508,-7.600640773773193,0.838293194770813
8072,0.0,20.0,509,-7.590466022491455,1.4859851598739624
8092,0.0,20.0,510,-7.5920515060424805,0.9206041693687439
8112,0.0,20.0,511,-7.515259742736816,1.2243599891662598
8132,0.0,20.0,512,-7.543949604034424,1.2018132209777832
8152,0.0,20.0,513,-7.482321262359619,1.2509911060333252
8172,0.0,20.0,514,-7.451056957244873,1.0413464307785034
8192,0.0,20.0,515,-7.461963653564453,0.9700254797935486
8211,0.0,19.0,516,-7.482941627502441,1.1984620094299316
8231,0.0,20.0,517,-7.52174186706543,1.0894229412078857
8251,0.0,20.0,518,-7.6196794509887695,1.0811856985092163
8271,0.0,20.0,519,-7.607607841491699,1.3537306785583496
8290,0.0,19.0,520,-7.642195701599121,0.8935457468032837
8310,0.0,20.0,521,-7.617605686187744,1.3500553369522095
8330,0.0,20.0,522,-7.636828422546387,0.9533824920654297
8350,0.0,20.0,523,-7.63025426864624,0.8406180143356323
8369,0.0,19.0,524,-7.61403226852417,1.4313617944717407
8389,0.0,20.0,525,-7.550602912902832,1.4558533430099487
8409,0.0,20.0,526,-7.507199287414551,1.2013882398605347
8429,0.0,20.0,527,-7.525447845458984,1.0788828134536743
8449,0.0,20.0,528,-7.491262435913086,1.1726330518722534
8469,0.0,20.0,529,-7.560743808746338,0.8703744411468506
8489,0.0,20.0,530,-7.569997310638428,1.3678734302520752
8509,0.0,20.0,531,-7.546047687530518,1.0974622964859009
8529,0.0,20.0,532,-7.569634437561035,1.3801026344299316
8549,0.0,20.0,533,-7.597548007965088,1.03053879737854
8569,0.0,20.0,534,-7.647622108459473,1.1433106660842896
8589,0.0,20.0,535,-7.677642822265625,1.342018723487854
8609,0.0,20.0,536,-7.688350200653076,1.0839565992355347
8629,0.0,20.0,537,-7.699355125427246,1.1937031745910645
8649,0.0,20.0,538,-7.729608535766602,1.0769977569580078
8669,0.0,20.0,539,-7.705484390258789,1.1295137405395508
8688,0.0,19.0,540,-7.68441104888916,0.8848206996917725
8708,0.0,20.0,541,-7.728084564208984,0.9629309177398682
8728,0.0,20.0,542,-7.695644378662109,1.1369165182113647
8748,0.0,20.0,543,-7.719464302062988,1.5667085647583008
8768,0.0,20.0,544,-7.721042156219482,0.9278644919395447
8788,0.0,20.0,545,-7.66489315032959,1.540869951248169
8808,0.0,20.0,546,-7.725790023803711,1.487886905670166
8827,0.0,19.0,547,-7.680228233337402,1.354819893836975
8849,0.0,22.0,548,-7.74808931350708,1.266099452972412
8868,0.0,19.0,549,-7.642115592956543,1.5723520517349243
8887,0.0,19.0,550,-7.706612586975098,0.9725933074951172
8907,0.0,20.0,551,-7.676619529724121,1.5373454093933105
